date,Belmullet,Birr,Cahirciveen,Casement,Claremorris,Clones,Cork airport,Dublin airport,Galway,Kilkenny,Malin head,Mullingar,Roches Point,Rosslare,Shannon airport
1996-01,100.6,73.2,214.2,75.5,82.6,66.2,217,85.9,67.1,152.4,42.1,79.2,..,219.7,69.2
1996-02,122.6,90.2,135.8,71.2,130.6,103.1,135.6,62,141.2,77.8,74.4,83.9,..,68.7,117.4
1996-03,56.8,100,126.8,61.4,89.4,44.4,201.5,69.9,105.3,109.5,18.9,70.1,..,108.3,91.6
1996-04,81.3,62,117.9,50.5,74.9,77.7,114.5,60.8,83.4,86,78,90.3,..,98.4,58
1996-05,69.2,54.7,81.7,83,61.1,72.9,69.7,66.7,75.1,44.4,75.6,61.5,..,43.3,46.9
1996-06,52.5,28.4,92,13.9,35.6,35.5,46.5,20.7,32.9,17.9,53.6,25.7,..,27.7,22.2
1996-07,69.1,50.5,90.8,42.1,52.5,67.6,67.3,37.2,63.4,43.6,66.2,47.8,..,35.8,59.2
1996-08,101.5,96.2,133.2,70.4,94.9,149.7,134.7,102.1,61.7,115,131.5,100.1,..,66.6,84.5
1996-09,52.5,28.1,62.1,21.2,56.3,34.5,36.9,19.2,45.8,22,48,33.4,..,17.8,34.4
1996-10,178.8,138.1,278.7,100.5,209.2,152.8,239.7,101.7,179.7,144.6,153.4,149.7,..,119.2,144.9
1996-11,164.3,85.6,154.3,114.5,147.5,75.3,118,103.6,122.9,97.6,127.4,82.5,..,117.3,121.7
1996-12,83.5,26,80.2,44.4,50.5,47.7,50.9,54.1,45.4,33,55.8,44.8,..,37.7,28.7
1997-01,44.2,30.3,68.8,11.1,32.1,26.8,61.4,15.5,26.2,16.6,22.2,27.7,..,20,37
1997-02,186.6,119.4,170.8,77.6,198.6,132.5,155.3,60.1,178.5,93.8,145.5,143.3,..,73.4,111.7
1997-03,65.1,17.5,37.6,11.2,67.8,46.8,31.4,15.1,39.7,9.2,85,34,..,13.2,19.1
1997-04,31.7,38.9,37.6,27.3,..,53.1,48,48.3,49.3,33.7,49.6,51.1,..,30.6,43.4
1997-05,91.2,75.1,80.1,66.7,..,71,66.1,61.3,77.2,59.1,89.1,106.1,..,64,60.1
1997-06,97.8,115.8,103.5,105.2,..,86.8,101.4,125.2,112.9,107,53,96.7,..,127.4,121.7
1997-07,107.9,76.1,82.9,40.3,..,86,47.8,53.5,104.4,42,78.5,67.7,..,34.9,70.6
1997-08,94.9,169.9,193.8,66.6,..,60.6,231.3,80.9,142.7,203.3,74.9,99.8,..,261.2,229.5
1997-09,106.5,33.8,78.2,23,..,53.9,73.1,19.1,92.8,29.6,84.9,49.9,..,61.2,44.8
1997-10,119.4,115.7,111.7,75.5,..,84,113.1,67.6,129,70.5,71.9,100.6,..,64.5,108.5
1997-11,128.3,77.6,268.2,58.9,..,77.4,215.6,86.8,100.3,157.9,75.2,72.6,..,183.7,72.6
1997-12,196.2,73.6,173,84.5,..,103.4,127.7,90.4,124.2,110.2,170.3,90.2,..,77.9,108.4
1998-01,164.5,99.1,199.9,98,..,115.9,178.5,79.5,155.1,106.8,119.8,104.4,..,149.4,130
1998-02,112.5,23,51.7,14.2,..,38.1,20.3,14.1,64.9,20.5,98.8,32.2,..,14.9,35.3
1998-03,84.2,84.3,133.9,73.5,..,78.6,107.8,65.7,115.8,79.5,76.9,84.4,..,109.5,96.4
1998-04,82,88,172.7,120.8,..,92,139.2,115,81.4,95.5,52,109.9,..,109.5,100.8
1998-05,37.2,30.3,34.6,28.1,..,36.5,52.6,29,39.9,36,45.3,29.6,..,24,34.7
1998-06,110.6,159.5,179.8,119.3,..,139.3,128.9,111,196.1,110.9,92.7,139.5,..,107.1,123.5
1998-07,99.3,52,116.1,36.7,..,128.6,74.1,54,70.3,55.2,137.2,93.6,..,40.6,64.5
1998-08,127,52.5,118.7,25.9,..,95.7,106.3,45,139.4,56.8,161.3,65.9,..,38.8,78.6
1998-09,45.9,61.9,139.5,110.1,..,98.7,91.5,95.7,83.5,65.4,53.7,101.7,..,73.2,93
1998-10,161.1,129.4,208.3,69.8,..,167.2,167.1,75.3,159,127.9,173,135.8,..,96.5,147.1
1998-11,161.1,98.6,193.1,61.5,..,107,137.6,76.1,172.8,99.7,142.9,92.5,..,120.3,124
1998-12,147.8,68.3,220.9,64.4,..,85.2,177,70.3,141.5,126.7,133.9,88.7,..,103.2,118.8
1999-01,157.9,111.5,194.9,86.8,..,142.8,140.9,71.8,170.3,92.8,145.7,119,..,103,122.6
1999-02,92.8,41.8,86.4,39.9,..,71.9,27.9,36.5,95.9,50.2,120.7,59.8,..,29.7,78
1999-03,87,47.8,146.1,43.3,..,54.7,53.5,31.8,74.9,34.3,58.1,58.8,..,30.3,53.1
1999-04,101.1,48.5,151.2,46.8,..,82.3,106.9,74.9,68.3,66,76.4,85.7,..,51.2,66.9
1999-05,49.8,56,53,45.2,..,78.6,56.5,39.1,62.2,66.9,55,55.8,..,58,84.4
1999-06,74.1,66.9,52.8,65.3,..,61.3,35.4,56.5,54.6,48.9,97.9,65,..,30.5,56.3
1999-07,62.1,38.2,84.1,24.4,..,52.9,21.1,35.2,75.6,24.2,74.6,43.4,..,10.7,49.7
1999-08,126.4,42.3,168.5,91.4,..,116.7,199.8,106.6,110.3,66.9,63.4,97.7,..,87.3,60.6
1999-09,126.5,137.6,288.5,161.6,..,151.4,180,104.7,171.7,178.2,170.3,156.6,..,110.8,150.1
1999-10,76.7,50.9,109.3,45.5,..,41.4,79.9,29.5,58.7,55.6,88.2,42.8,..,57.2,57.9
1999-11,164.3,87.1,130.4,58.5,..,110.2,77.2,43.2,160.1,54.5,147.1,101.3,..,47.8,94.2
1999-12,256.7,165.8,303.3,83.7,..,178.8,194.2,82.3,274.2,123.9,241.9,157.1,..,118.3,219.5
2000-01,111.8,55,112.9,39.4,..,47.7,51.2,40.5,88.9,45.9,104.2,59.3,..,49.9,83.6
2000-02,147.4,96.6,189.7,53.1,..,114.2,111,45.3,137.5,67.8,128.2,95.3,..,84.6,118.3
2000-03,44.3,32.9,41.1,15.2,..,44.8,22.9,20.7,58.5,15.9,65.5,34.7,..,9.1,42
2000-04,82.5,44.8,76.4,70.5,..,75.2,47.5,89.3,67.8,51.4,77.5,62.8,..,73.5,57.5
2000-05,45.4,56.8,133.2,71,..,63.5,73,50.6,54,81.4,38.5,47.8,..,52.2,66
2000-06,53.8,43.5,97.5,43,..,63.7,68.2,34.7,60.5,41,43.6,55,..,31,64.3
2000-07,30.6,60.9,82.4,28.6,..,34.7,61.1,43.6,67.5,69.4,50.7,49.4,..,44.8,96.9
2000-08,137.4,72.9,91.9,106.9,..,110.1,41.9,62.7,93.8,64.1,100.2,67.1,..,55.6,79.4
2000-09,133.7,94.7,156.8,73.1,..,94.4,107.9,99.3,140,116.7,170.8,111.3,..,141.1,97.2
2000-10,257.7,141.2,302.4,80.2,..,111.8,184.1,86.7,213.6,127.3,174.3,153.7,..,171.1,182.6
2000-11,148.6,128.1,269.1,146.4,..,102.1,190.9,141.2,165.5,140.5,101.7,149.6,..,186.9,130.9
2000-12,148.7,80.8,232.8,140.8,..,115.3,187.6,125.6,136.1,115.5,120.7,122.1,..,166.8,81.6
2001-01,65.2,27.9,128.8,28,..,49.2,86.6,32.2,59.4,43.3,61.8,38.4,..,80.8,47.6
2001-02,56.2,40.9,120.2,41.2,..,48.6,129.7,48.8,63.9,66.9,89.2,48.3,..,96.5,54.3
2001-03,72.9,65.6,131.5,49.1,..,77.5,116.4,56.1,89.2,81.6,26.4,70.9,..,88.8,75.7
2001-04,78.1,86,117.6,47.2,..,69.3,70.5,77.5,90.1,76.1,54.2,90,..,77,96.7
2001-05,27.1,40,34.8,47.8,..,48,22.7,49.5,41.2,34.5,34.7,40.6,..,19.8,34.5
2001-06,66.5,57.9,71,40.6,..,60.5,57.8,41.4,80.8,44.2,58.6,80.5,..,45.8,61.6
2001-07,113.6,36.7,72.1,53.9,..,49.9,117.7,30.4,95.8,39,72.5,43.4,..,84.7,75
2001-08,122.7,94.1,122.3,103.1,..,98.3,154.6,97.1,101.7,101,89.5,108.2,..,89,62.5
2001-09,69.4,53.3,61.9,30.9,..,45.6,71,41.4,85.2,77.2,56,51.4,..,70.5,50
2001-10,121.9,89.6,195.5,81.6,..,90.8,127.2,90.3,122.8,145.8,93.5,96.2,..,126.3,116.2
2001-11,108.1,41.2,97.4,35.6,..,58.5,31.4,40.7,103.6,30.6,123.2,59.9,..,38.3,65.3
2001-12,86.4,30.9,82.2,21.9,..,34.8,72.4,21.6,64.9,37.5,97.1,35.8,..,51.6,50.4
2002-01,126.3,113.1,262.5,63.5,..,100.8,242.4,48.9,171.7,113.5,91.5,132.1,..,115.6,129.9
2002-02,163.6,125.1,185.5,126.6,..,158.9,143.2,125.1,233.5,114.2,164.2,177.9,..,114.6,177.2
2002-03,75.9,42.6,67.4,27.9,..,54,59.4,30.4,97.2,42.1,75.3,58.8,..,39.8,41.2
2002-04,66.9,72.6,111,76.8,..,77.4,114,81.5,89.3,85.2,72.5,77.7,..,110.1,74.9
2002-05,125.7,109.6,186.1,82.5,..,123.7,162.8,120.8,140.1,97.2,81.8,116.8,..,89.1,95.9
2002-06,150.9,101.2,135.7,80.7,..,84.2,105.3,82.1,119.2,77.8,111.3,91.1,..,50.4,78.4
2002-07,74.7,65.8,98.2,73.7,..,79.5,54.4,68,74.3,60.7,72.4,79.8,..,35.4,45
2002-08,75.5,51.6,80.9,65.2,..,53.5,47,50.2,99.2,52,53.7,46,..,40.7,57.6
2002-09,34.1,23.5,124.8,9.3,..,24.6,37.5,22.8,47.2,26.3,61.6,18.9,..,12.4,16.3
2002-10,171.8,123.8,237.1,178.9,..,155,213.8,180.6,186.4,151.1,143.4,157.7,..,287.2,129.7
2002-11,168.2,130.2,286.7,154.4,..,126,214.7,186.3,211,165.5,90,151.4,..,226.5,135.3
2002-12,84,77,147,81.2,..,61.6,143.9,105,117.4,83.1,45.7,109.6,..,132.3,89.3
2003-01,83,42.9,132.1,47.3,..,68,75.8,53.9,86.3,57.6,90.2,52.4,..,64.4,43.6
2003-02,56.8,25.6,162.7,25,..,59.5,81,21.1,50.2,53.8,45.9,37.7,..,65.3,52.6
2003-03,96.6,36.5,82.4,34.6,..,60.4,71.4,30.3,78.1,54.4,41.2,44.7,..,50.5,54.5
2003-04,34.8,44.6,138.3,27.3,..,47.2,123.1,34,62.9,75.3,32.9,63.5,..,82.4,43.2
2003-05,130,101.3,142.2,99,..,117.4,109,96.5,141.4,76.2,104.4,128.5,..,112.6,91.5
2003-06,63.3,70.1,146.9,58,..,90.8,107,88.4,94.6,99.5,69.8,79.5,..,81.9,105.6
2003-07,118.7,72.1,125.9,46.2,..,124.5,95.9,46,156.7,78.7,94.7,61.3,..,82.8,76.5
2003-08,25,8.2,25.3,11.2,..,27,23.1,14.4,24.6,1.1,23,13.2,..,5,11.1
2003-09,95.2,38.3,64.4,38.4,..,67.4,55.5,37.3,63.6,35.8,73.2,48.7,..,76.3,37.3
2003-10,72.1,30.3,58.5,123.5,..,29.7,27.7,106.3,53.1,35.5,66.3,44.1,..,44.2,50.6
2003-11,167.1,63.9,293,54.3,..,87,125,54.8,167.6,94.3,99.8,79.6,..,105.1,111.4
2003-12,129.4,55.9,135.5,63.9,..,62.7,72.8,60.2,102.3,75.4,102.3,79.6,..,106.1,94.2
2004-01,148.5,81.1,174.4,94.4,..,93.7,107.7,82.6,128.3,91.5,158.3,108,..,124.4,107.5
2004-02,63,27.7,79,18.3,..,39.5,77.7,19.7,45.2,41.2,44.1,31.8,..,63.3,28.1
2004-03,97.9,57.9,164.4,48.5,..,69.9,119.9,44.4,92.7,87.9,53.8,62.9,..,56.2,69
2004-04,87.4,50.7,85.6,44.4,..,63.1,59.4,31.2,82.9,51.2,74.8,58.6,..,41.8,43.9
2004-05,37.4,29.9,40.9,26.5,..,37.3,46.2,49.8,38.1,34.3,35.3,51.6,..,33.5,35.8
2004-06,87.1,50.1,104.3,50.6,..,66.7,100,50.1,102.3,47.8,108.3,68.5,..,42.3,68.3
2004-07,77.1,41.9,91.9,48.2,..,70.1,54.8,37.9,70.7,42.4,98.6,50.8,..,43.9,66.6
2004-08,55.4,71.5,101.8,113.9,..,94.7,178.5,133.8,69,128.4,80.2,121.9,..,82.8,88.1
2004-09,126.2,70.8,161.7,55.3,..,70.4,99.1,98.3,157.5,54,136.7,86.8,..,118.1,98.3
2004-10,142,145.1,212.7,177.4,..,124.7,167.1,120,182.5,141.9,112,156.3,..,181.1,139.1
2004-11,66.7,56.9,67.8,44,..,40.1,35,39.8,92.5,39.4,94.6,69.1,..,35.2,66.6
2004-12,144.1,78,115,50.9,..,78.3,70.8,44.8,132.6,44.8,142.2,88.7,..,56.2,90.9
2005-01,203.5,116.3,184.9,75.1,..,108.5,124.6,63.6,172.5,79.5,139.1,125,..,59.1,123.4
2005-02,61.9,41,90.1,49.2,..,42.7,29.9,40.6,75.3,23,75.2,38.8,..,39.1,50.1
2005-03,39.6,63.2,81.9,18,..,63.4,83.2,14.4,72,71.5,65.2,69.2,..,51,57
2005-04,96.1,73.9,152.8,44,..,72.3,134.2,57,102.7,82.5,78.8,74.5,..,107.8,91.3
2005-05,106.4,53.5,154.5,56.7,..,74.9,94.4,69.5,128.1,66.6,94.6,90.3,..,57.7,92.5
2005-06,68.1,29.1,87.7,25.3,..,45.5,53.5,28.3,92.3,34.6,65.9,33.3,..,34.3,55.3
2005-07,32.3,84.6,71.7,79.2,..,46.5,105.2,83.9,46.6,55,24.3,67.3,..,126.8,43.9
2005-08,88,52.5,83.7,30.5,..,86.2,52.2,25.3,110.1,38.2,128,58.1,..,30.8,71.4
2005-09,144.4,58,148.3,50.2,..,72.9,111.3,55.8,95.7,54,94,59.5,..,69.7,81
2005-10,138,96.9,152.3,83.5,..,92.2,219.3,101.5,144,144.3,109.5,108.6,..,138.7,103.9
2005-11,115.7,71.1,139.4,54.8,..,75.3,108.7,50.7,104.1,70.8,107.7,77.1,..,93.9,80.5
2005-12,125.5,49.2,152.4,57.7,..,72,74.5,68.9,101.5,38.3,103.8,62.7,..,44.6,64.4
2006-01,110.8,36.9,144.7,17.9,..,46.3,48.9,16.3,75.3,37.1,67.6,38.5,..,42.4,53.8
2006-02,86.5,33.7,86.7,45,..,38,28.9,38.3,52.2,36.7,40.6,45.3,..,39.5,38.3
2006-03,101.3,83.6,149.1,53.2,..,125.1,112.4,68.7,133.5,80.7,107.2,118.7,..,106.2,104.9
2006-04,75.2,37.7,79.4,27.8,..,68.3,30,40.8,58.1,23,69.9,51,..,20.9,31.3
2006-05,123.2,123.6,201,75.4,..,123.4,134.5,125.8,136.4,98.2,73.4,133.3,..,108.3,125.8
2006-06,36.1,19.3,47.6,19.7,..,28.2,14.8,19.2,..,27.2,63.3,20.8,..,17.1,19.2
2006-07,71,49.7,102.1,13.5,..,67.9,58.6,18.2,62.9,39.5,74.1,48.5,..,49.2,28.5
2006-08,32.9,53.3,52.5,66.2,..,90.6,69.9,57.6,62.7,45.9,73.1,61,..,67.2,42.4
2006-09,194.7,112.6,263.7,75.5,..,106.8,179,89.5,232.8,124.9,112.7,133.1,..,83.1,148.4
2006-10,135.8,113.8,171.3,85.5,..,132.9,184.7,102.7,148.2,128.5,123.9,106.2,..,111.9,93.5
2006-11,184.9,109.2,232.7,89.5,..,91.5,155,69.1,149.3,136.5,170.2,88.4,..,117.2,115.2
2006-12,247.1,139.7,224,107.9,..,136.5,183,94.4,219.2,117.6,184.7,160.6,..,141.5,170.3
2007-01,148.4,93.4,106.7,72.1,..,104.1,87.9,72.8,160.3,78.6,161.5,116.7,..,46.3,90.2
2007-02,76.6,60.2,201.4,58,..,65.1,141.9,77.8,111.5,74.5,69.3,70.3,..,85.2,71.9
2007-03,100.1,57.7,111,46,..,80,89.3,62.1,90.2,70.3,59.7,65.3,..,58.8,62.1
2007-04,54.7,21.8,50.9,5.4,..,17.9,27.1,14.7,24.8,22.6,32.6,22.3,..,23.6,11.7
2007-05,73.7,53.1,76.7,39.1,..,64.5,64.5,35,93.8,42,101.8,63.8,..,44.6,65.8
2007-06,71.9,98.5,153.6,137.5,..,75.7,156.9,134.4,128.3,161.1,83.3,108.2,..,114.6,107
2007-07,102,92.2,76.3,145.4,..,135.2,116.3,119.1,162.3,116.5,105.4,150.1,..,69.6,93.5
2007-08,88.9,145.6,106,107.5,..,95.4,80.4,95.5,101,106.4,86.2,108.2,..,78.8,100.8
2007-09,59.9,44.5,74.4,40.7,..,54.6,36.1,39.2,62.5,44.1,79.5,44.9,..,..,51.4
2007-10,106.7,34.6,105.7,16.9,..,42.2,64,15.7,83.5,30.3,77,46.6,..,51.9,44.3
2007-11,111.2,51.9,98.1,74.6,..,64.7,57.2,54,97.6,41.8,102.1,60.5,..,77.6,56.9
2007-12,145.7,107.2,189.5,67.5,..,111.2,134.3,64.1,198.6,90.7,109.4,119.5,..,62.6,163.4
2008-01,171.5,135.5,276.2,111.4,..,150.3,195.1,96.9,193.5,141.6,188.9,146.3,..,120.2,223.9
2008-02,116.4,30.8,108.3,18.4,..,40.4,49.8,14.7,123.3,27.3,89.6,54.7,..,23.4,58
2008-03,157.4,97.3,164.1,99.5,..,96.8,113.5,102.4,140.6,89.1,142.7,96.8,..,69,102.9
2008-04,67.7,28.6,51,32.4,..,..,53.7,27,53,..,54.2,57,38.2,..,49.2
2008-05,40.2,19.2,103.2,37.1,..,..,75.6,32.7,21.6,..,7.4,23.5,57.9,..,35.9
2008-06,127.6,90.2,147.8,70.5,..,..,138.5,76.4,194.7,..,74.8,88.8,103.9,..,110.8
2008-07,44.3,100.6,92.8,101.7,..,..,148.1,111.5,84.2,..,125.8,109.3,129.9,..,100.8
2008-08,192.1,171.6,181.7,175,..,..,163.6,192.4,240.2,..,123.2,159.4,132.1,..,176.6
2008-09,112.4,81.8,87.7,120.8,..,..,123.8,111.8,136.7,..,89.9,100,77.1,..,86.4
2008-10,177.5,121,244.8,117.7,..,..,139.2,97.4,257.6,..,144.8,123.9,109.4,..,156.4
2008-11,136.2,77,111.5,48.3,..,..,79.4,39.6,114.4,..,115.6,75.6,59.8,..,92.2
2008-12,94.8,63.7,104,53.2,..,..,60.2,39.5,102.8,..,85.7,61.3,35.9,..,75.1
2009-01,142.6,124.8,290.6,59.6,..,..,201.9,62,133.6,..,98.8,104.6,151.7,..,120.5
2009-02,46,15.6,55,58.9,..,..,17,56.8,24.3,..,42,25.8,13.1,..,15.7
2009-03,90.5,49.3,82.4,23.4,..,..,41.1,25.5,76.1,..,86,40.5,24.5,..,63.9
2009-04,114.8,109.2,170.1,75.7,..,..,159.8,71.6,106.3,..,97.1,108.1,114.1,..,90.9
2009-05,81.3,66.7,100.1,51.6,..,..,85.7,75,127.7,..,92.8,69.8,40.2,..,98.8
2009-06,49,70,98,78.2,..,..,84.8,76.2,49.2,..,49.3,90.6,66,..,58.5
2009-07,113.3,132.5,252.1,105.7,..,..,203.7,153.9,161.1,..,70.6,192.4,158.3,..,116.1
2009-08,180.8,98.1,274,67.8,..,..,155.5,69.1,215.7,..,165.9,135.1,118.6,..,119.3
2009-09,45.6,29.4,90,28.8,..,..,53.8,24.2,63.9,..,71,38.1,48.2,..,56.9
2009-10,114.5,..,230.9,103,..,..,180.6,84.9,113.4,..,118.5,111.7,127.3,..,106.9
2009-11,208.5,..,345.4,169,..,..,232.8,149.4,329.4,..,217.7,191.6,191,..,245.6
2009-12,127.9,..,186.4,103.6,..,..,157.6,71.6,114.9,..,57,74.2,117.5,..,70.4
2010-01,106.5,..,161.9,43,..,..,125.7,42.7,40,..,70.1,45,99.3,..,30.8
2010-02,81.1,..,68.4,36.6,..,..,42.7,36.7,42,..,87,41.9,35.1,..,35.1
2010-03,58.4,..,125.4,59.3,..,..,96.2,54.8,84.3,..,81.6,82.2,76.3,..,81.9
2010-04,56.3,..,98.9,32.7,..,..,40.9,26.7,96.4,..,52.7,53.6,35.9,..,72.8
2010-05,38.1,..,54.2,58.4,..,..,47.3,48.8,44.2,..,51.5,44.6,44.5,..,54.3
2010-06,40.9,..,92.9,34,..,..,63.4,43.3,52.6,..,43.3,56.2,56.7,..,36.2
2010-07,134.4,..,154.8,79.4,..,..,119.5,74.7,125.6,..,128.6,139.2,144.4,..,121.3
2010-08,71.5,..,35.1,43.5,..,..,17.1,48,57.4,..,66.9,47.4,18,..,37.7
2010-09,151.9,..,125.1,104.2,..,..,81.4,105.5,165,..,144.1,166.4,89.1,..,139.8
2010-10,82.7,..,135.1,36.2,..,..,118,29.6,102,..,69.8,57.5,99.9,..,77.4
2010-11,197.8,..,172.3,121.7,..,..,85.6,100.5,179.2,..,115.6,125.2,74,..,131.8
2010-12,87.3,..,107.6,64.6,..,..,66.9,57.6,42.5,..,69,37.2,51.2,..,26
2011-01,69.2,..,107.8,34.4,..,..,75.8,29.4,102.2,..,89.6,47.6,61.8,..,74.6
2011-02,149.4,..,188.9,75.8,..,..,127.7,75.9,146.6,..,104.4,118.5,81.7,..,148.5
2011-03,66.2,..,61.6,15,..,..,35.7,19.4,63.2,..,58.7,36.9,27.9,..,34.7
2011-04,73.4,..,66.1,30,..,..,39.7,28.4,72.7,..,66.2,34.2,21.8,..,41.8
2011-05,133.5,..,164.6,51.5,..,..,122.3,37.1,131.6,..,100.4,67.8,100.9,..,93.3
2011-06,80.5,..,118.5,65.1,..,..,88.7,64.2,107.3,..,84.5,65.1,84.4,..,112.5
2011-07,42.4,..,80,53.3,..,..,40.3,42.6,69,..,50.3,61.2,31.8,..,31.7
2011-08,74.4,..,91.7,51.6,..,..,53.9,39.7,118.3,..,78.6,64.1,41.7,..,54.1
2011-09,175.1,..,160.1,81.2,..,..,112.5,87.3,135.5,..,133,122.6,89.4,..,91.1
2011-10,195.2,..,193.1,158.9,..,..,91.8,147.4,195.6,..,177.2,132.8,68.2,..,98.3
2011-11,130.9,..,298.6,54.9,..,..,148.6,48.5,154.2,..,105,106,96.2,..,87.5
2011-12,176.8,..,191.5,53.2,..,..,87.1,52.2,196.5,..,183.4,89,70.3,..,145.1
2012-01,120.1,..,153.8,62.9,..,..,89.5,62.7,..,..,134.1,96.1,57.2,..,110.9
2012-02,86.9,..,140.6,84.1,..,..,100.1,70.5,..,..,123.2,90.6,72.6,..,86.3
2012-03,41.4,..,42.3,27.5,..,..,23.7,25.6,..,..,29.8,15.4,18.1,..,28.3
2012-04,79.7,..,119.1,99.7,..,..,94.8,93.1,..,..,46.3,75.4,75.7,..,79.6
2012-05,52.5,..,53.5,60.2,..,..,60.7,57.5,..,..,50.7,56.4,49.3,..,38
2012-06,109.5,..,128.3,177.3,..,..,228.3,147.9,..,..,141.7,173.9,185.4,..,166.3
2012-07,96.3,..,169.1,103.2,..,..,120.3,85.6,..,..,91.5,120.1,94.2,..,112.8
2012-08,103.2,..,163.9,74.4,..,..,178.8,77.6,..,..,86.6,127.1,144.8,..,89.1
2012-09,93,..,76.1,89.7,..,..,23.2,83.9,..,..,139.7,62.3,12.9,..,61.9
2012-10,86.9,..,140.6,84.1,..,..,100.1,70.5,..,..,123.2,90.6,72.6,..,86.3
2012-11,146.6,..,202.5,79.8,..,..,116.7,72,..,..,87.6,68.5,83.7,..,120.3
2012-12,125.2,..,174.6,46.8,..,..,145.3,52.3,..,..,150.1,91,121.3,..,115.4
2013-01,153.9,..,276.9,69.5,..,..,160.5,94.4,..,..,145.6,117.8,132.7,..,105.7
2013-02,57.9,..,75.9,45.2,..,..,50.1,47.3,..,..,68.3,54.8,38.5,..,49.2
2013-03,44.5,..,82.4,63.3,..,..,134.9,85.5,..,..,61.6,40.1,104.6,..,30.2
2013-04,81.8,..,128.1,47.5,..,..,97.2,40.1,..,..,62.8,78.2,52.5,..,63.5
2013-05,271.6,..,109.3,42.9,..,..,64.3,42.4,..,..,103.2,72.1,77.9,..,67.6
2013-06,42.9,..,138,43.2,..,..,116.4,60.8,..,..,83.8,62.8,93.3,..,64.2
2013-07,81,..,108.1,47,..,..,87.1,72,..,..,61.1,73.8,97.1,..,60
2013-08,67.9,..,71,58.6,..,..,32,45.3,..,..,88,40.5,23.3,..,70.3
2013-09,71.3,..,78.8,38.2,..,..,58.3,39.5,..,..,69.6,61.7,37.6,..,43.6
2013-10,97.3,..,176.7,97.3,..,..,169.1,123.4,..,..,104.2,172.4,126.5,..,127.5
2013-11,63.9,..,125.1,21.8,..,..,62.6,42.4,..,..,103.2,46.2,45.7,..,89.2
2013-12,180.9,..,271.5,104.9,..,..,226,84,..,..,176.7,142.6,176.3,..,161.7
2014-01,214.6,..,288.1,110.2,..,..,189,100.6,..,..,162.7,149.5,136.8,..,179
2014-02,197,..,288.2,121.9,..,..,238,88.5,..,..,190.2,151.8,171.6,..,190.4
2014-03,82.3,..,134.5,56.7,..,..,107.1,53.7,..,..,75.4,70.1,99.1,..,87.2
2014-04,54.8,..,87.4,40.7,..,..,108.7,37.2,..,..,31.8,62.3,73.9,..,40.6
2014-05,103.6,..,114.1,97,..,..,66.8,88.5,..,..,85.5,121.7,38.2,..,88
2014-06,44.6,..,55.5,31.8,..,..,85.3,36.2,..,..,46.9,63.4,45.8,..,40.5
2014-07,60.9,..,83.1,43.6,..,..,48.6,36.6,..,..,88.3,35.2,21.6,..,39.3
2014-08,90.6,..,72,140.7,..,..,83.3,171.4,..,..,93.2,150.3,72.8,..,86.5
2014-09,25.7,..,27.3,13,..,..,20.4,26.5,..,..,23.7,16.4,19.2,..,73.8
2014-10,175.6,..,194.5,87.7,..,..,179.6,90.3,..,..,130.9,120.9,126.1,..,103.8
2014-11,86.3,..,199.9,138.9,..,..,191.8,140.8,..,..,134.6,154.3,158.8,..,129.4
2014-12,144.3,..,143.7,64.6,..,..,61.1,56.2,..,..,151.8,104.8,47.7,..,114.5
2015-01,171.7,..,191.2,62.9,..,..,114.9,47.4,..,..,175.3,88.8,78.3,..,126.2
2015-02,72.2,..,112.5,30.5,..,..,52.7,34.6,..,..,87.8,53.9,47.6,..,96.3
2015-03,106.2,..,130.8,56.4,..,..,88.7,57.5,..,..,123.7,92.6,75.5,..,101.8
