date,Belmullet,Birr,Cahirciveen,Casement,Claremorris,Clones,Cork airport,Dublin airport,Galway,Kilkenny,Malin head,Mullingar,Roches Point,Rosslare,Shannon airport
1977-04,68,73.1,74.7,55.3,104.8,71,39.9,43.4,..,58.6,88.9,93.2,30.1,62.9,75.2
1977-05,20.4,22.9,37.6,14.8,19.9,15.3,40.9,22.5,..,27.8,30.9,18.1,33.6,18.7,22.1
1977-06,44.2,76.3,55.3,52.8,55.5,41.4,36.4,65.5,..,58,43.5,83.9,29.5,47.2,44.3
1977-07,63.7,36.4,58.8,37.2,54,53.4,30.1,26.1,..,28.7,79.1,41.2,26.9,30.2,71.4
1977-08,140.4,106.9,50,97,105.7,87.9,125,68.1,..,70.2,57.1,76,93.4,56,93.1
1977-09,64.4,49.8,81.7,31.3,60.4,47.8,69.7,29.2,..,40.5,120.6,60.9,37.3,40.3,70.4
1977-10,180,93.8,313.1,112.4,187.1,78.9,222.3,76.5,..,160.3,99.5,91.9,200,191.4,88.3
1977-11,125,78.8,146.3,62,183.1,113.1,92.3,53.8,..,68.5,161,107.9,77.3,91.1,145.7
1977-12,70.1,70.7,152.8,65.3,84.7,69.3,204,65.1,..,107.5,63.2,76.2,131.3,137.1,71.4
1978-01,115,69.3,165.2,65.1,128.2,80.3,106.4,59.4,..,68.7,162.6,96.2,67.7,59.4,89.5
1978-02,68.8,46.3,129.8,44.2,76,63.7,166.1,50.3,..,79.4,58,71.6,178.2,134.5,68.9
1978-03,153.8,86.8,201.9,53.2,170,100.2,100.6,63,..,63.7,133.3,116,87,59.6,120.2
1978-04,25.4,49.8,66.1,23,42.1,29.3,99,29.6,..,47.6,25.4,37.8,68.1,41.6,80
1978-05,38.5,14.8,23.7,22.4,16.7,15.7,25.8,27.3,..,23.6,30.9,11.8,18.8,16.4,16.7
1978-06,67.4,47.7,88.8,52.3,48.9,64.3,59.9,37.1,..,22.3,55.7,57.9,53.7,35.8,46.3
1978-07,60.5,69.1,97.5,43.5,65.1,63.9,82.9,50.5,..,52.9,39.5,79.2,83.1,74,82.1
1978-08,80,61.1,179.5,90.3,64.7,54.9,114.1,116.7,..,84.9,76.1,60,110.7,73.6,94.6
1978-09,122.2,41.9,42.2,50.4,111.3,96,44.7,38.4,..,22.7,168.2,87.8,23.7,12.1,45.6
1978-10,70.1,45.7,59.6,30,46.2,59.1,49.1,31.8,..,34.7,70.2,41.9,34.6,68.5,46.6
1978-11,164.5,79.5,165.3,73,151.2,90.7,96.2,64.1,..,57.8,149.6,98.4,91.8,60.2,90.6
1978-12,146.3,111.1,290.1,168.8,157,164.4,265,217,..,182,124.7,158.6,187.1,198.1,114.7
1979-01,120.7,39.6,128.3,29.7,77.2,45.5,112.2,42.3,95.1,48.6,143,57,89.6,50.3,75.3
1979-02,42.9,49.3,149.1,64.5,58.8,35.4,191.8,83.4,63,48.1,24.2,44.8,135.4,101.9,64.7
1979-03,121.6,65.6,120.5,66.4,104.3,76.9,102.5,63.7,89.8,66.9,96.6,85.9,68.4,82.8,94.2
1979-04,63.6,68.1,49,55.6,57.3,68.9,39.6,53.1,70.2,47.4,53.3,62,38.3,51.6,81.9
1979-05,123.4,105,127.9,91.5,128.4,85,103.6,82.2,122.6,102.5,82.8,108.8,81.8,101.9,112.8
1979-06,49,46.5,77.3,51.2,41.7,30.7,67.3,44,71.9,42,68.5,31.9,51.9,40.1,65.9
1979-07,53,25.1,38.7,29.4,27,34.7,16.2,47,28.9,13.4,68,44.9,16.7,6.6,21.8
1979-08,118.2,99.5,155.4,70.6,159.6,125.3,88.8,96.5,109.6,73.5,84.6,114.6,83.6,85.3,117.6
1979-09,84.6,47.5,99,36.8,56.8,80.2,50.7,41.5,67,53.5,83.2,66.6,38.3,58.1,70.1
1979-10,146.3,90.1,176.4,73.7,155.4,90.9,153.7,119,96.9,132.7,111.7,105.7,107.3,156.4,94.7
1979-11,158.8,93.2,181.8,65.2,170.7,128.4,98.7,51.4,146.1,72.3,202.9,109.9,80.2,71.4,155.5
1979-12,131.2,116,270.5,108.1,186.1,113.3,216.4,112.4,159.7,130.6,120.6,143.6,165.9,117.4,159.5
1980-01,91.7,53.7,134.5,106.8,103.2,77.1,134.2,115.2,92.8,84.3,75.3,72.4,130.4,129,73.3
1980-02,86.3,69.1,202.4,59.7,123.3,83,150.1,68.5,102.6,90.4,80.6,93,119,135,82.6
1980-03,90.9,80.6,147.2,85.9,112.9,84.2,109.3,73.7,81.1,85.9,88.8,85.6,86.5,92.3,76.4
1980-04,12.6,36.1,24.1,11.8,18.7,16.6,37.9,8.2,20.2,26,22,28.4,40.3,14.8,25.4
1980-05,28.4,27.7,51.1,25,33.6,35.1,36.9,41,31.7,24.5,19.9,31.7,29.6,32,28
1980-06,78.6,48.7,85.1,89.6,98.8,100,46.6,79,93.2,39.5,74.3,104.3,51.4,51.6,75
1980-07,103.4,103.2,160.8,43.7,116.9,69.3,118.2,39.4,94.1,63.7,110.2,56.9,91.9,59.2,100.4
1980-08,39.3,70.8,146.2,98.4,77,77.4,123,97.8,122.4,99.2,97.9,99.1,107.4,93.9,114.1
1980-09,160.1,98.6,223,74.8,157.3,102.9,150.7,97.5,136.3,116.9,154.4,119.7,111.6,84.8,122.5
1980-10,139.5,92,181.8,102.1,126.3,109.2,157.5,113.7,166.1,144.7,151.9,124.9,129.2,142.8,127.8
1980-11,161.1,68.8,272.4,58.3,163.1,73.1,107.9,41.4,137.9,51,95.1,84.5,95,80.5,103.5
1980-12,165.5,87.6,147.1,51.3,182.3,133.1,131.5,49.7,122.7,72.1,113.5,107.1,93.1,62.5,116.5
1981-01,79.6,38.4,59.2,30.6,61.3,68,41.8,32.8,56,37.6,150.5,65.8,32.6,24.8,67.2
1981-02,69.6,55.2,158,48.5,76.7,52.8,97,48.4,69.4,72.7,73.5,61.8,68.5,54.7,77.3
1981-03,163.5,90.1,215.2,86.9,156.6,129.7,213.5,101.6,120.8,114.1,102,105.5,176.6,198.4,106.7
1981-04,43,13.3,30.5,47.9,34.6,30.2,30.3,49,26.6,26.3,36.8,32.5,14,45.1,15.6
1981-05,114,116.1,152.6,108.8,135.7,134,216.4,92.3,160.1,144.9,115.5,136.2,136.7,129.6,141.4
1981-06,69.4,63.5,89.3,63,79.2,84,74.1,77.1,83.6,45.1,77.6,109.6,66.5,63.5,60.8
1981-07,72,57.4,63.3,31.6,96,57.3,36.2,35.5,62.9,36.6,86.4,55.4,24.4,23.4,34.8
1981-08,55.6,23.2,53.2,9.1,38.9,30.6,18.7,11.6,65.2,18,71.5,30,18.7,11.1,27.2
1981-09,179.9,112.7,242.6,81.5,223.1,124.8,169.1,102.8,197.2,107.4,129.2,132.3,175.5,129.3,126.3
1981-10,160.5,82.7,121.2,93,127.8,103.9,79.5,109.3,99.2,79.6,153.3,75.1,72.4,86.7,83.9
1981-11,113.5,59.3,72.2,51,111.1,86.9,106.7,48.8,77.3,58.1,112.2,76.5,65.5,53,68.9
1981-12,86.7,60.2,148.6,99.4,78.7,64.1,168.5,133,70.2,134.5,74.7,66.3,95.3,118.1,66.4
1982-01,78.9,66.7,187.5,41.2,100.2,93.3,136,50.2,81,58.1,99.9,85.6,93.6,106.6,76.2
1982-02,111,64.1,232.9,27.3,147.5,76.6,168,23.9,95.5,59.4,63.1,81.7,119.8,87,85.4
1982-03,135.5,85.2,164.8,60.8,137.3,109.6,105.5,45.4,116.8,79.5,126.6,108.3,96.5,70.1,118.2
1982-04,26.3,22.8,33.8,14.6,30.4,17.4,46.4,19.5,31.8,29.8,22.9,27.9,33.7,32.1,16.1
1982-05,74.9,52.6,94.6,60,98.8,58.1,92.7,59.6,76.4,62.2,81.9,71.1,75.2,29.7,72.5
1982-06,71.4,85.7,92.2,111.5,118.3,99.1,165.4,102.2,127.1,109,102.3,108.9,140.7,99.3,131.2
1982-07,24.8,14.9,22.3,8.6,15.1,20.4,29,9.2,14.8,5.8,16.5,24.3,24.6,23.6,22.3
1982-08,98.4,109.6,136.4,70.7,83.9,73.5,104.9,65.6,111.4,55.7,169.6,83.9,67,52.5,89.6
1982-09,94.9,61.2,146.2,68.7,90.6,73.5,120.6,84,101.9,97.6,111.8,80.2,95.8,111.8,74.8
1982-10,160.8,110.3,279,99.3,137,111.4,209.5,88.2,152.6,135,92.5,112.7,163,143.5,129.5
1982-11,138.5,113.6,194.9,134.6,149.8,138.8,190.3,128.9,0,126.3,139.1,138.7,158,182.8,133.2
1982-12,155.9,88.3,199,78.5,156.2,115,143.4,70.3,147.2,81.2,134.7,111.7,102.5,92.5,144.9
1983-01,137.2,101.3,192.2,64.7,142.9,95.2,144.9,63.8,143.8,87.4,149.8,146.9,92.6,84.8,134.2
1983-02,46,43.1,37.9,31.7,48.9,45.4,99.9,44.8,43.9,57.4,41.7,47.5,82.1,69.1,72
1983-03,87.5,90.9,124.8,60.7,107.3,123.7,103.6,61,106.4,80.5,106.2,98.4,69.4,56.1,72
1983-04,55.9,65.7,101.5,77,55.8,48,85.6,67.1,68.9,67.2,49.7,75.9,75.1,73.1,56.1
1983-05,87.8,121,118.9,99.3,84.7,75.2,99.9,79.1,89.5,112.8,52.9,113.8,82.4,107.5,88.7
1983-06,32.4,51.5,88.5,42.2,48.5,34.1,56.4,54.6,53.1,49.9,45.9,44.8,41.7,28.1,47.4
1983-07,38.5,52,20.3,15.9,9.1,26.3,39.2,18.1,38.4,94.2,24.3,14.8,4.2,15.4,12.6
1983-08,44.3,64.5,74.7,54.2,37.2,43.4,71.4,45.4,72.1,85.9,39.1,61.6,49.3,73.7,46.3
1983-09,109.5,101.1,204.8,88.2,122.4,111.4,194.4,76.6,109.5,89.2,69.2,116.3,129.3,109,106.1
1983-10,157.7,99.5,143.7,56,189.1,100.5,112.9,47.3,196.7,71.2,186.2,121.2,106.6,75,145.7
1983-11,42.5,26.8,90.7,12.5,67.6,48.1,77.4,21.3,43.1,26.4,28.1,41.3,55.4,34.6,44.6
1983-12,150.4,117.9,234.7,113.4,140.6,112.5,150.5,123.2,144.7,117.8,130.4,119.4,124.9,120.6,129.8
1984-01,195.7,137.4,247.7,109.3,197.9,138.8,194,99,184.5,155.6,183.8,125.6,170.3,95.8,193.8
1984-02,87.6,55.7,104.5,40.4,76.9,101.4,85.8,60.3,84.1,93.5,108.8,67,56.7,56.2,94.6
1984-03,47.5,58.9,51.2,44.4,51.5,77.3,60.7,53.2,48.8,74.5,42.4,73,67.6,53.3,34.5
1984-04,30.5,35.6,90.3,41.8,35.4,39.7,53.1,32.6,64.6,35.8,36.6,41.3,43.2,39.3,46
1984-05,39.4,18.3,41.3,29.8,28.4,24.4,43.4,34.4,37.4,17.7,28.1,16.7,33.2,24.5,27.5
1984-06,72.4,26.9,42.7,36.2,48.3,45.2,47.3,38.1,59.2,22.4,59.5,52,39.5,9.2,33.4
1984-07,49.3,36.3,79.3,22.8,34.9,57.2,46.3,30.8,20.8,22.3,44.9,42.6,31.5,13.2,35.2
1984-08,51.9,98.6,115.1,52.2,55,98.4,59,95,76.5,46.8,64.5,116.8,40.3,23.2,65
1984-09,92.9,81.5,104.6,71,108.7,95.4,88.6,76.7,128,71.7,117.7,107.7,82.6,113.5,82.3
1984-10,200.4,77.3,206.4,57.5,130.9,102.1,123.5,56.2,160.7,70.4,119.4,103.2,81.1,99.3,96.2
1984-11,245.1,95.7,240.7,97.8,155.9,94.1,187.1,97.2,124,118.3,113.1,119.1,164.6,164.2,105.7
1984-12,129.4,85,186.6,87.3,120.5,88.5,99.5,87.7,123.9,82.6,101.5,126.8,64.1,92,89.9
1985-01,84.2,22.8,110.5,30.2,62.1,55.6,102,66.5,40.5,35.8,106.2,56.1,68.2,68.9,34.1
1985-02,28.8,25.2,110.7,20.4,38.2,34.5,123.4,52,40.7,51,33.6,43.8,86.9,68,33.6
1985-03,104.9,61.8,196,45.2,105.3,62,115.2,72.5,93.8,100.7,100.7,70.2,113.4,89,91.1
1985-04,82,50.8,70.8,39.1,80.8,74.7,66.3,40.2,64.3,69.2,77.9,55.8,47.9,42.9,56.3
1985-05,118.8,71.5,131.6,95.2,160.8,74.5,53.7,70.1,110.6,44.1,56.4,110.8,34.8,49.6,71.4
1985-06,56.4,68.1,112.6,64.3,79.7,88.7,101.3,78.5,45.7,57.6,53.7,65.7,62.3,55.9,74.6
1985-07,80.4,100.4,66.5,88.1,63.9,99.9,50.4,107.2,69.6,103.7,152.3,105.1,81.9,49.6,94.8
1985-08,224.8,178,272.9,124.8,258.6,148.2,177.6,124.6,237.8,157.1,180.8,180,154.5,147.3,181.4
1985-09,205.5,54.6,117.7,37.1,150.4,96.3,80.3,38.2,125.5,41.6,218.9,107.1,65.6,39.3,69.1
1985-10,70.1,59.9,94.6,26.9,61.6,53.1,84.6,19.7,70.5,34.3,30.4,66.9,62.8,41.4,53.3
1985-11,87.7,46,168.3,32.4,78.9,47.8,99.1,33.5,63,69.1,74.8,55.9,96.8,106.2,46.9
1985-12,152.2,87.5,164.5,76.8,173.4,87.8,180.6,72.4,113,76,90.1,106.3,127.1,118,90.7
1986-01,124.7,80.2,161.4,90.1,145.5,107.5,105,103.4,151.6,87.1,182.7,106.8,90.1,97,137.9
1986-02,4.2,2.5,20.1,13.5,1.8,1.3,5.6,10.2,0.7,3.5,9.9,9.3,5.3,3.8,0.8
1986-03,163.1,88.1,182.1,57.7,147.2,96.3,115.5,64.7,132.9,69.9,123.5,99.5,84.3,91.2,128.8
1986-04,96,55.4,77.3,49.6,79.1,81.2,40.8,48.2,74.2,39.9,69.6,75.8,42.6,53.4,56.4
1986-05,150.9,101.9,182.4,59.8,174.8,107.3,142.6,62.5,175.2,92.3,98.9,115.5,104.3,64.1,106.4
1986-06,95.6,101.2,56.6,92.5,94,50.3,74.8,82.1,83.5,84.5,42.1,98.7,100.8,86.8,91.5
1986-07,93.5,55.4,98.5,59.8,74.9,62.2,68.5,57.5,69.9,25.3,76.2,71.6,50.9,55.3,40.8
1986-08,114.7,139.3,205.9,159.3,160.5,137.7,226.9,158.7,145.7,153.3,83.9,162.7,238.3,111.6,113.7
1986-09,24.8,2.5,13.4,1.7,7.3,6,4.9,3.6,5.1,3,29.3,3.6,5.1,2.2,10
1986-10,169.3,98.4,127.3,57,119.6,122,91.8,57,151,57.6,89.2,101.6,66.4,69,96.4
1986-11,180.3,96.1,196.7,94.2,180.3,114.5,147.2,102.2,149.8,102,137.8,112.2,97.4,113,109
1986-12,226.7,126.6,247.9,92.1,208.9,132,221.9,71.8,176.2,122.8,218.9,124.3,165.6,157,155.9
1987-01,57.8,27.9,78.3,10.3,35.7,33.9,78,36.6,46.5,34.7,38.1,33.6,51.8,31.9,39
1987-02,70.1,44.9,141.8,23.9,70.3,42.5,129.3,34.5,69.4,44.8,73.6,48.2,109.7,75,52.6
1987-03,117.1,57.6,127.5,43,105,93.7,129.3,56.6,103.1,52.8,100.2,93.5,105,57.3,69.6
1987-04,50.6,62.6,49.5,105.9,64.3,46.8,98.8,71.8,60.1,62.9,40.1,48.2,98.6,86.3,53.7
1987-05,41.8,12.6,10.3,22.3,23.1,33.1,24.5,21.7,18.3,19.7,45.6,28.8,24.8,18,20.9
1987-06,81.5,116,121.3,95.7,85.8,122.4,122.5,112.5,98.2,100.5,74.8,130.2,75.1,77.2,109.2
1987-07,97.6,25.2,58.5,50.7,39.2,44.5,42,32.6,52.1,60.5,121.6,41.6,27.3,15.5,41.7
1987-08,101.2,52.9,65.7,67.6,98.4,102.9,88.1,87.4,65.4,61.3,82.1,73.4,61.4,57.6,37.7
1987-09,126.7,95.9,199.7,90.7,122.8,89.8,119.4,75.3,149.9,97.6,93,107.6,110.2,96.9,102.6
1987-10,140.2,92,205.5,123.4,120.1,119.2,147.4,124.1,118.8,82.8,166.4,118.8,107.8,169,104.2
1987-11,91.5,64.2,94.2,45.9,90.3,79.5,74.2,47.8,81.4,65.5,68.4,72.8,57.7,75.6,69.6
1987-12,106.6,47.6,191.4,36.5,119.3,50.1,184.7,39.5,95,54.8,49.2,56.1,131.4,79.4,56.6
1988-01,220.5,124.4,269.9,97.2,190.7,162.9,256.9,118.3,191.4,142.5,180.1,138.7,213.2,189.9,173.1
1988-02,126.6,59.6,96.9,42.7,116.1,87.1,80.3,34.3,81.8,74.3,122.5,78.3,44.7,38.5,97.1
1988-03,116.3,102.1,103.1,88.8,134,133.4,115.5,85.4,142,82.5,122.8,125.4,107,69.4,110.5
1988-04,45.4,11.5,52.5,23.5,49.7,37.6,67.6,24.9,46.6,23.8,29.8,20.7,58.9,43.3,32.5
1988-05,66.6,76.7,147,86.1,98.7,58.8,117.4,72.5,84.5,71.1,32.3,88.8,71.5,59.6,62.4
1988-06,34,40.3,51.8,39.6,48.7,42.2,59.9,38.1,47.5,40.2,38.2,43.7,39.4,53.1,45
1988-07,140.2,103.3,142.5,98.2,128.1,138.3,131,80.3,132.8,98.7,147.3,131.9,126.2,115.9,133.1
1988-08,146.9,86.8,187.5,66.8,137.3,100.3,116.7,54.5,143.2,73.9,121.4,83,109.7,98.4,111.2
1988-09,119.3,55.8,58.4,50.8,128.9,123.3,34,41.1,120.9,70.2,125.6,79.7,35.7,47.5,80.9
1988-10,126.5,84.8,266.4,61.2,126.5,111.8,238,79.1,108.2,130.7,112.9,93.8,206.2,94.8,115.1
1988-11,75.4,43.1,86.1,17.7,74.7,42.6,56,23.5,68.6,37.4,53.8,37.5,47.2,35.8,47.3
1988-12,65.2,37.4,106.2,44.1,103.5,85.4,65.2,40.5,87.8,34.9,81.9,73.3,38.1,38.5,70.9
1989-01,142.6,60,185.4,38.6,135.7,70.3,100.2,27.5,..,48.8,78.2,63.7,65.6,60.2,84.2
1989-02,152.4,74.5,128.6,51.2,133.1,81.5,118.1,42.6,129.9,74.6,136.2,100.6,84.9,68.7,94.3
1989-03,134.2,96.1,195.2,73,158.1,110.7,167,54.7,162.7,83.3,135.4,104.9,136.3,104.2,126.6
1989-04,62.7,52.7,95,58.1,68.9,88.3,60.8,79.3,75.1,57.2,114.9,65.6,65.8,73.6,58.1
1989-05,33.2,20.5,20.7,36.6,27.9,31.6,8.4,13.1,32.3,17.3,27.3,20.7,23.5,6,23.8
1989-06,85.8,59.5,83.2,65.7,77.6,40.1,62.6,67.8,80.5,51.6,49.2,43.1,36.4,61.9,56.8
1989-07,24.7,12.8,24.9,10,16.8,36.4,12,9.6,18.4,6.9,57.8,24,28.4,22.8,16.8
1989-08,167.2,89.9,123,107.2,145.7,118.9,101.8,81.9,128.4,125.7,137.1,90.3,87.5,63.2,69.1
1989-09,60.9,62.2,91.2,50.4,70.3,53.9,71.7,25.1,65.7,36.9,44.4,53.6,55.7,27.6,51.5
1989-10,259.5,86.8,204.4,68.4,235.7,136.9,121.2,62.1,215.1,93.6,188.5,137.1,111.2,95.4,129.5
1989-11,88.3,27.9,77.9,34.1,59,40.5,78.5,35.6,72,50.8,63.5,35.3,73.9,99.5,53.2
1989-12,91.2,57.2,144.2,69,104.9,70.3,239,55.9,115.9,102.8,46.1,73.6,186.1,145.8,77.7
1990-01,214.9,105,196.2,81.4,202.8,108,166.5,68.3,159.5,92,158.7,113.5,104.7,120.5,125.8
1990-02,236,168.5,201.1,126.9,251.2,164.6,213.4,108.8,241.9,155.2,200.2,191.4,154.5,107.4,204.5
1990-03,94.5,15.6,50.8,10.7,102.5,53.5,25.4,10.3,39.1,15.5,71.8,30.7,12.4,11.2,32.6
1990-04,90.5,48.3,61.2,26.2,81,62.9,31.2,24.2,..,34.8,68.8,43.2,18.2,21.5,55.5
1990-05,19.6,24.1,49.7,35,23.6,51.5,33.5,39.5,..,19.2,26.2,43.9,32.9,35.7,22.2
1990-06,113.9,61.4,128.7,49.3,87.9,122.8,125,71.3,..,97.5,115.7,99.2,112.9,78.4,72.6
1990-07,77.5,56.2,63.5,36.2,57,64,68.4,48,..,42.8,55.5,59.1,61.1,36.1,46.4
1990-08,77.9,43.8,80.2,65.3,48.5,98.5,38.5,49.8,..,53.8,95.2,75.1,36.1,30.3,67.7
1990-09,54.2,20.5,28.3,19.2,35.3,29.8,38.5,16.4,..,45.8,66.9,15.2,28.3,35.8,25.8
1990-10,225.8,142.5,210.1,138.9,195.2,188.2,144.5,149.2,..,134.7,250.4,172.9,114,127.7,157.8
1990-11,96.1,62.3,122.6,77.4,101.9,65.2,54.1,64,..,55.7,69.3,61.3,39,124.8,66.4
1990-12,145.8,95.3,141.6,94.9,161.8,108.4,93.7,78.7,..,95.6,132.1,116.6,73.1,94.7,144.4
1991-01,121.3,77.4,145.9,69.4,107.7,78,117.6,71.4,110.8,85.8,110.9,84.3,107.1,92.7,85.3
1991-02,86.3,60.9,152.6,54.7,94.2,51.7,121.2,59,89,55.4,48.3,92.4,95.9,63.5,92.3
1991-03,87.9,54.7,143.2,63.5,110.9,119.7,139,91.1,127.5,77.6,67.1,92.5,110.6,88.7,72
1991-04,140.3,105.5,167.7,91.7,165,100.9,120.8,92.3,141.4,88.9,111.2,126,80.1,84.5,97.4
1991-05,19.6,4.4,7.6,5.3,8.8,7.1,4.5,3.6,18.4,2.4,18.4,4.5,1,1.7,10.1
1991-06,84.8,91.6,107,59.7,92.7,88.9,92.9,79.8,87.3,91,114.4,78.9,70.8,91.3,86.4
1991-07,84.2,88.4,102.9,45.3,91.4,43,87.8,26.4,84.2,58.2,85.2,43.7,49.2,57.4,56.6
1991-08,42.3,49.2,30.8,30.5,39.3,36.2,20.4,36.9,..,12.5,65.5,35.1,14.1,31.6,60.3
1991-09,91.4,50.1,139.7,53.4,53.5,44.1,114.7,42.8,95.3,65.2,74.9,51,105.5,100.7,61
1991-10,124.8,97.4,174.4,96.3,143.5,91.4,148.2,85.6,122.7,115.2,101.9,101.4,114.9,162.6,84.8
1991-11,180,88.1,186.5,71,137.9,96.6,136.9,50.3,113,88.6,158.5,100.9,75.3,57.3,113.8
1991-12,88.1,33.2,20.9,31.1,62.9,92.8,23.4,38.1,91.7,46,117.6,70.6,13.8,32.9,59.1
1992-01,85.3,65.4,113.5,34.1,119,64.9,40.2,32.9,135.9,34.6,108.7,75.9,27.6,29.7,66.3
1992-02,128.2,41,109.8,35.1,101.1,57.6,79.4,24.1,73.8,49.9,89.7,60.9,49.7,52,54.3
1992-03,128,86.8,134.5,62.7,156.4,120.8,65.2,64.9,161.4,73.9,152,90.8,46,52.9,105.6
1992-04,96.4,75.7,174,78,97.6,96.7,101.4,70.3,148.6,80.3,100.3,94,80.8,61.4,76.6
1992-05,42.4,50.2,69.2,38.3,62.7,37.5,98.7,39.5,71.6,33.8,44.5,58.7,61.7,30,35.2
1992-06,38.2,32.5,41.9,29.3,22.8,43.2,26.4,38.4,46.1,35.9,53.5,19.7,23.8,9.1,28.5
1992-07,117.7,65.8,139,63.2,124.7,78.8,120.5,69,102.8,87.8,81.8,97.2,85.2,65.3,69.6
1992-08,234.8,116.3,185.5,67.4,192.9,155.4,115.3,85.2,192.3,88.5,173.4,116,..,130.2,154.9
1992-09,142.7,84.7,120.9,64.2,82.2,62.9,110.9,64.2,120.5,89.1,85.6,82.7,..,144.6,75.8
1992-10,140.7,49.6,84.3,30.1,80.9,70.3,30.8,30.7,75.6,31.7,108.9,43.6,..,28.7,61.7
1992-11,176.8,84,134.9,59,172.9,138,141,63.2,191.5,69.4,167.7,114.6,..,99.2,98.9
1992-12,116,68.3,113.6,47.9,92,74,88,41.5,89.9,51.6,113.4,65.1,..,82.3,88.4
1993-01,228.4,80.2,171.9,88.8,203.5,122.8,169.1,57.9,157.4,74.1,162.3,111.2,..,85.7,88.1
1993-02,31.5,13.6,51.1,16.3,36.3,31,20.8,19.5,29.4,17.5,33.5,16.7,..,24.7,16.5
1993-03,83,43,118.8,33.4,64.9,52.5,74.9,26.2,68.9,49.7,63.5,47.2,..,33,49.5
1993-04,97.6,110.4,88,57.6,86.3,116.2,109.5,48.7,110.6,77.4,124.5,107.9,..,58.3,84.4
1993-05,99,88.7,100.2,130.3,118.4,79.3,160.2,149.9,116.7,149.8,52.7,97.8,..,145.3,92.8
1993-06,74.4,105.5,73,167.2,104.6,114.6,97.4,148.1,100.6,68.4,69.3,136.1,..,87.5,71
1993-07,61.7,49.6,134.5,76.8,70.2,103.6,90.5,60.1,91.4,54.7,99.3,77.3,..,64.9,68.2
1993-08,57.1,35.8,43.9,37.8,52.3,70,27.5,36.8,60,26.7,55.7,43,..,20.6,53.1
1993-09,71.2,93.6,203.9,85.8,79.8,88.7,216,90.3,87.9,132.7,82.5,86.4,..,165.4,113.4
1993-10,56.8,34,74,78,42.6,35,50.5,86.2,38.4,36.4,36.6,78.2,..,110.8,43.5
1993-11,91.9,58.2,182.6,36.2,92.3,42.7,121.3,45.4,83.5,64.9,61.7,50.2,..,107.2,60.1
1993-12,236.3,155.8,227.5,117.1,218.9,188.6,198.7,105.7,247.7,154.9,229.7,165.1,..,142.1,217.6
1994-01,171.4,110.3,218,85.6,159.9,108.3,154.7,83.3,185.4,122.4,145.1,113.5,..,106.9,164.8
1994-02,114.9,76.1,170.3,100.5,135.6,109.2,236.6,99.1,130.4,114.9,119.2,101.5,..,137,111.6
1994-03,157.6,97.2,145.5,78.6,135.5,98.8,101.3,72.1,176.2,93.5,152.3,109,..,100.1,133.5
1994-04,107.3,99.2,143.9,79.8,103.6,86.5,97.6,60.3,118.4,103.6,83.9,95.2,..,80.4,112.6
1994-05,66.9,58.9,93.2,44.7,65.6,33.9,124.9,51.5,66.3,69,18.8,41.3,..,64.5,77.3
1994-06,72.2,41.2,104.5,22.7,65.5,85.1,45.6,20.9,78.9,29.8,98.3,64.9,..,28.4,65.4
1994-07,66.8,64,212.9,50.8,103.3,82.1,124.8,64.7,133.7,79.7,67.6,87.4,..,82,73
1994-08,104,64.4,81.9,90.3,111.8,76.3,69.2,57.8,122.7,82.8,76.5,78.2,..,75.7,76.4
1994-09,95.3,90.3,99.8,74.4,93.2,88.6,70.9,97,95.9,100.1,103.7,60.8,..,67.5,62.1
1994-10,63.6,48.9,115.1,45.5,54.8,47.9,87.5,41.2,64.4,45.3,63.8,41.5,..,112.6,65.9
1994-11,99.2,59,169.1,33.2,113.4,67.9,146,54.8,114.1,73.5,99.5,79.8,..,83.6,70.6
1994-12,196.2,139.2,250.2,102.5,216.2,148.9,191.1,88.9,219.1,88.2,159.9,143.7,..,100.4,181.1
1995-01,191.9,150.5,226,121.4,187,137.3,178.7,105.5,232.6,130.7,185.2,148.2,..,132.6,191
1995-02,156.8,114.8,210.6,85.6,139.8,102.3,164.8,92,147.8,110.9,158.3,118.9,..,89.2,160.9
1995-03,124.4,66.8,114.5,58.5,106.6,85.4,97.5,44.7,111.2,66.3,144.2,63.6,..,50,104.1
1995-04,48.5,29,51.1,25.1,31.8,22.6,23.8,27.3,33.6,19.8,42.8,28.6,..,36.9,26.8
1995-05,53.6,37.6,112.7,43.4,71.7,48.2,77.1,49.2,72.3,55.9,74.1,44.9,..,46.4,67.4
1995-06,29.1,17.7,58,14.5,29.5,28.9,20.8,11.6,37.4,36,32.5,21.2,..,9.2,23.2
1995-07,93.3,59,149.3,49,118.2,99.8,81.2,70.2,102.7,68.4,57.9,76.8,..,58.9,128.6
1995-08,17.7,35,24.7,3.1,13.9,11.3,11.5,7.2,19.2,6.5,13.3,6.9,..,19.7,4.2
1995-09,78,45.6,58,31.9,71.3,64.7,68.3,43.6,59.9,34.5,111.4,68.4,..,49.6,44.7
1995-10,249,139.9,229,47,176.1,190,234.3,38,192.9,125.7,187.9,154.2,..,65.8,107.2
1995-11,102.7,85,220.8,137.3,113.4,140.7,122.9,147.2,91.5,92.9,86.9,110.1,..,115.3,101.7
1995-12,58.9,52.2,85.6,75.3,49.8,31.7,173.9,71.2,59.7,75.1,80.9,53.6,..,128.8,73
